employee_id,hire_date,termination_date,employment_status,job_level,job_family,location,manager_id,organization_id
E01158,2020-04-17,,Active,L3,Software Engineering,Latin America,E00286,ORG001
E01159,2026-09-04,,Active,L3,Product,North America,E04615,ORG032
E01160,2026-11-29,,Active,L5,HR,North America,E02756,ORG009
E01161,2020-05-23,,Active,L4,Software Engineering,North America,E00932,ORG036
E01162,2023-08-14,,Active,L2,Data,Europe,E00946,ORG028
E01163,2021-06-07,,Active,L5,Product,Europe,E02530,ORG020
E01164,2021-04-16,,Active,L3,Marketing,Europe,E03060,ORG034
E01165,2021-03-02,,Active,L6,Software Engineering,North America,E00208,ORG042
E01166,2025-04-19,,Active,L3,Software Engineering,North America,E02497,ORG038
E01167,2022-10-20,,Active,L3,Program Management,Asia Pacific,E01140,ORG027
E01168,2023-06-25,,Active,L2,Program Management,Europe,E04573,ORG035
E01169,2023-05-28,,Active,L4,Marketing,North America,E03121,ORG021
E01170,2019-04-14,,Active,L4,Product,North America,E01803,ORG039
E01171,2023-11-16,,Active,L5,Program Management,North America,E02068,ORG041
E01172,2022-09-14,,Active,L4,Product,Asia Pacific,E04184,ORG007
E01173,2024-10-24,,Active,L3,Product,Asia Pacific,E03441,ORG012
E01174,2024-11-26,,Active,L3,Product,Europe,E01900,ORG014
E01175,2024-01-02,,Active,L3,Product,Europe,E04197,ORG009
E01176,2021-12-15,,Active,L6,HR,Asia Pacific,E03143,ORG019
E01177,2023-12-18,,Active,L3,Sales,North America,E00252,ORG010
E01178,2023-03-17,,Active,L7,Software Engineering,North America,,ORG029
E01179,2025-05-09,,Active,L3,Operations,North America,E03167,ORG005
E01180,2026-08-18,,Active,L2,Product,Latin America,E04688,ORG014
E01181,2025-01-11,,Active,L3,Sales,Europe,E04331,ORG033
E01182,2025-05-08,,Active,L2,Data,Europe,E00183,ORG020
E01183,2019-07-05,,Active,L5,Program Management,Asia Pacific,E04414,ORG021
E01184,2019-06-17,,Active,L4,Product,North America,E04913,ORG039
E01185,2023-05-11,,Active,L3,Program Management,North America,E00799,ORG048
E01186,2022-06-07,,Active,L5,Marketing,Europe,E03199,ORG028
E01187,2021-10-03,,Active,L4,Operations,Latin America,E03790,ORG004
E01188,2019-02-26,2024-03-17,Terminated,L6,Program Management,North America,E00185,ORG005
E01189,2025-11-01,,Active,L7,Sales,North America,,ORG047
E01190,2025-10-01,,Active,L5,HR,Asia Pacific,E04133,ORG033
E01191,2020-04-11,,Active,L5,Software Engineering,Asia Pacific,E01940,ORG037
E01192,2024-01-20,,Active,L5,Operations,Europe,E01459,ORG033
E01193,2020-06-25,,Active,L4,Program Management,North America,E01204,ORG009
E01194,2026-02-10,,Active,L5,Operations,North America,E02546,ORG022
E01195,2018-06-09,,Active,L2,Program Management,North America,E03995,ORG039
E01196,2018-04-06,,Active,L5,Sales,North America,E04098,ORG042
E01197,2023-06-24,,Active,L7,Marketing,Asia Pacific,,ORG012
E01198,2019-04-20,,Active,L2,Data,Asia Pacific,E01067,ORG029
E01199,2022-09-04,,Leave,L5,Sales,Asia Pacific,E04129,ORG008
E01200,2022-02-15,,Active,L6,Sales,North America,E04120,ORG047
E01201,2019-10-13,,Active,L3,Program Management,North America,E00270,ORG013
E01202,2020-01-10,,Active,L4,Operations,Asia Pacific,E01525,ORG036
E01203,2021-08-27,,Active,L6,Data,North America,E00065,ORG012
E01204,2018-11-27,,Active,L7,Program Management,North America,,ORG030
E01205,2019-05-14,,Active,L2,Product,North America,E04953,ORG032
E01206,2019-11-19,,Active,L3,Marketing,North America,E02341,ORG016
E01207,2023-03-05,,Active,L5,Data,North America,E01282,ORG040
E01208,2020-01-28,,Active,L3,Program Management,North America,E04474,ORG043
E01209,2024-01-07,,Active,L3,Operations,Asia Pacific,E03426,ORG042
E01210,2022-05-20,,Active,L2,Marketing,North America,E04693,ORG017
E01211,2023-07-30,,Active,L2,Sales,Europe,E03997,ORG037
E01212,2018-08-18,,Active,L4,Marketing,Europe,E04781,ORG028
E01213,2024-06-07,,Active,L4,Product,Europe,E01015,ORG029
E01214,2026-10-04,,Active,L4,Product,Europe,E00975,ORG024
E01215,2025-07-29,,Active,L5,Finance,North America,E00352,ORG030
E01216,2024-11-21,,Active,L4,Program Management,North America,E01672,ORG007
E01217,2020-11-08,,Active,L3,Data,Europe,E02793,ORG020
E01218,2023-11-10,,Active,L2,Sales,Latin America,E02856,ORG009
E01219,2023-01-15,,Active,L3,Data,North America,E03392,ORG014
E01220,2024-02-05,,Active,L3,Software Engineering,North America,E03705,ORG007
E01221,2023-08-25,,Active,L3,Marketing,Latin America,E04079,ORG011
E01222,2019-05-10,,Active,L2,HR,Asia Pacific,E02631,ORG038
E01223,2022-09-21,,Active,L2,Finance,Asia Pacific,E01299,ORG027
E01224,2018-09-25,,Active,L5,Software Engineering,Europe,E02160,ORG002
E01225,2022-05-05,,Active,L4,Product,Asia Pacific,E04366,ORG039
E01226,2021-04-03,,Active,L6,Software Engineering,Europe,E04075,ORG045
E01227,2020-01-11,2025-07-19,Terminated,L5,Finance,Europe,E04569,ORG043
E01228,2020-01-10,,Active,L4,Operations,Asia Pacific,E02754,ORG040
E01229,2020-06-18,,Active,L2,Program Management,North America,E03900,ORG049
E01230,2022-01-11,,Active,L4,HR,Latin America,E02010,ORG029
E01231,2024-12-17,,Active,L2,Sales,Latin America,E00036,ORG047
E01232,2022-07-17,,Active,L4,HR,Europe,E03740,ORG046
E01233,2018-06-20,2025-07-10,Terminated,L3,Data,North America,E00418,ORG016
E01234,2024-11-01,,Active,L4,Finance,Asia Pacific,E03189,ORG042
E01235,2025-01-16,,Active,L3,Software Engineering,North America,E04989,ORG039
E01236,2020-09-29,,Active,L5,Product,Europe,E00110,ORG038
E01237,2020-04-12,,Active,L5,Marketing,North America,E03707,ORG044
E01238,2018-11-22,,Leave,L5,Program Management,Asia Pacific,E04351,ORG019
E01239,2024-01-29,,Active,L4,Sales,Latin America,E03158,ORG020
E01240,2020-03-17,,Active,L4,Product,North America,E03439,ORG031
E01241,2026-10-29,,Active,L2,Marketing,Asia Pacific,E04500,ORG036
E01242,2023-05-13,,Active,L5,Product,Asia Pacific,E03890,ORG043
E01243,2026-12-06,,Active,L4,Software Engineering,North America,E00173,ORG043
E01244,2023-02-18,,Active,L3,Product,North America,E03880,ORG035
E01245,2023-04-22,,Active,L3,Software Engineering,North America,E03799,ORG047
E01246,2022-08-05,,Active,L6,Finance,Asia Pacific,E01081,ORG009
E01247,2018-03-02,,Active,L4,Software Engineering,North America,E03268,ORG046
E01248,2024-01-16,,Active,L4,Software Engineering,North America,E04210,ORG004
E01249,2025-08-01,,Active,L4,HR,North America,E04251,ORG027
E01250,2020-12-03,,Active,L4,Data,North America,E04364,ORG005
E01251,2026-06-08,,Active,L4,Program Management,North America,E03894,ORG028
E01252,2019-12-02,,Active,L3,HR,Europe,E00581,ORG019
E01253,2023-02-25,,Active,L4,Operations,North America,E02410,ORG004
E01254,2019-01-15,,Active,L5,Data,Asia Pacific,E01125,ORG032
E01255,2018-09-05,,Active,L2,Software Engineering,Asia Pacific,E00331,ORG036
E01256,2018-03-06,,Active,L5,Marketing,Asia Pacific,E01242,ORG009
E01257,2025-08-04,,Active,L3,HR,North America,E04546,ORG034
E01258,2024-06-26,,Active,L5,Program Management,Europe,E03021,ORG009
E01259,2025-10-24,,Active,L4,Sales,Asia Pacific,E03831,ORG007
E01260,2019-12-23,,Active,L4,Data,Europe,E02530,ORG008
E01261,2023-07-16,,Active,L4,Data,North America,E01729,ORG029
E01262,2018-07-27,,Active,L6,Sales,North America,E02398,ORG038
E01263,2022-08-14,,Active,L4,HR,Europe,E04923,ORG029
E01264,2019-08-31,,Active,L5,Finance,North America,E01370,ORG040
E01265,2022-12-29,,Active,L5,Program Management,Latin America,E01522,ORG029
E01266,2020-10-01,,Active,L3,Sales,Asia Pacific,E04245,ORG039
E01267,2023-06-21,,Active,L3,Finance,Asia Pacific,E01796,ORG048
E01268,2022-05-11,,Active,L4,Program Management,Latin America,E04512,ORG019
E01269,2026-07-12,,Active,L3,Program Management,Europe,E04881,ORG008
E01270,2020-08-14,,Active,L3,Program Management,North America,E00309,ORG007
E01271,2019-04-06,,Active,L3,Finance,North America,E03340,ORG029
E01272,2019-05-07,,Active,L4,Finance,Asia Pacific,E00448,ORG027
E01273,2022-04-12,,Active,L3,Sales,North America,E04399,ORG009
E01274,2023-08-01,,Active,L5,Program Management,Latin America,E00553,ORG043
E01275,2024-12-04,,Active,L4,Product,North America,E04433,ORG047
E01276,2022-03-18,,Active,L5,Finance,North America,E03864,ORG013
E01277,2019-12-09,,Active,L2,Finance,Asia Pacific,E02735,ORG011
E01278,2018-09-14,,Active,L4,Product,Asia Pacific,E00986,ORG011
E01279,2023-04-05,,Active,L2,Data,Asia Pacific,E01262,ORG019
E01280,2020-12-10,,Active,L5,Product,North America,E02107,ORG042
E01281,2021-04-30,,Active,L3,Data,North America,E04245,ORG029
E01282,2020-03-10,,Active,L6,Data,Europe,E04488,ORG004
E01283,2025-03-03,,Active,L3,Marketing,Asia Pacific,E02522,ORG023
E01284,2019-12-30,,Active,L4,Sales,North America,E01125,ORG005
E01285,2021-02-22,,Active,L3,Data,Europe,E02854,ORG020
E01286,2021-06-26,,Active,L4,Program Management,North America,E04153,ORG020
E01287,2019-08-19,,Active,L4,Product,Asia Pacific,E02756,ORG032
E01288,2020-11-05,,Active,L3,Marketing,North America,E04456,ORG027
E01289,2024-06-09,,Active,L3,Program Management,Latin America,E00039,ORG043
E01290,2023-03-23,,Active,L2,Product,North America,E02522,ORG001
E01291,2025-05-06,,Active,L2,Finance,Europe,E00190,ORG038
E01292,2020-08-03,,Active,L7,Operations,Asia Pacific,,ORG002
E01293,2025-04-17,,Active,L4,Software Engineering,North America,E03107,ORG015
E01294,2023-04-07,,Active,L2,Product,North America,E03125,ORG043
E01295,2025-05-18,,Active,L6,Software Engineering,Europe,E01525,ORG034
E01296,2026-01-08,,Active,L2,HR,Europe,E03970,ORG009
E01297,2020-07-27,,Active,L4,Marketing,Asia Pacific,E04753,ORG024
E01298,2024-07-20,,Active,L5,Sales,Europe,E02267,ORG035
E01299,2021-10-25,,Active,L6,Program Management,North America,E02128,ORG046
E01300,2018-09-03,,Active,L5,Operations,Latin America,E00914,ORG031
E01301,2024-08-15,,Active,L4,Data,North America,E00117,ORG002
E01302,2020-10-06,,Active,L7,Program Management,Europe,,ORG025
E01303,2019-03-24,,Active,L2,Data,Latin America,E01992,ORG008
E01304,2026-12-03,,Leave,L7,HR,Asia Pacific,,ORG003
E01305,2020-04-07,,Active,L5,Marketing,North America,E02175,ORG029
E01306,2021-04-23,,Active,L6,Software Engineering,North America,E03860,ORG038
E01307,2024-06-01,,Active,L3,HR,Europe,E04328,ORG002
E01308,2025-11-03,,Active,L2,Finance,North America,E00518,ORG038
E01309,2024-01-16,,Active,L5,Program Management,Asia Pacific,E00741,ORG035
E01310,2020-10-29,,Active,L4,HR,Europe,E02835,ORG037
E01311,2023-02-05,,Active,L4,HR,North America,E01819,ORG012
E01312,2023-10-30,,Active,L6,Product,North America,E03520,ORG020
E01313,2023-06-23,,Active,L4,Sales,Europe,E01565,ORG006
E01314,2023-06-10,,Active,L3,Finance,Asia Pacific,E02024,ORG012
E01315,2018-04-21,,Active,L4,Product,North America,E02200,ORG015
E01316,2023-02-24,,Active,L2,HR,North America,E03045,ORG016
E01317,2021-02-12,,Active,L3,Finance,North America,E00326,ORG009
E01318,2024-08-30,,Active,L2,Software Engineering,Europe,E04417,ORG010
E01319,2022-10-30,,Active,L5,Software Engineering,Asia Pacific,E01655,ORG044
E01320,2018-05-27,,Active,L5,Product,Asia Pacific,E01003,ORG038
E01321,2024-09-22,,Active,L4,Data,Latin America,E03205,ORG017
E01322,2019-04-10,,Active,L3,Program Management,Europe,E00640,ORG046
E01323,2021-04-25,,Active,L5,Operations,Asia Pacific,E02987,ORG012
E01324,2019-10-21,,Active,L5,HR,North America,E00266,ORG020
E01325,2021-02-20,,Active,L6,Software Engineering,Europe,E01242,ORG040
E01326,2025-12-05,,Active,L4,Finance,Europe,E03665,ORG022
E01327,2023-08-18,,Active,L5,Finance,Asia Pacific,E01803,ORG012
E01328,2022-01-20,,Active,L4,Operations,Asia Pacific,E04499,ORG018
E01329,2020-04-05,,Active,L4,Marketing,North America,E01726,ORG025
E01330,2023-03-24,,Active,L6,Product,Asia Pacific,E03441,ORG031
E01331,2018-09-23,,Active,L3,Program Management,Asia Pacific,E00122,ORG020
E01332,2020-12-22,,Leave,L3,Data,Latin America,E04889,ORG021
E01333,2019-03-09,,Active,L3,Program Management,North America,E03124,ORG013
E01334,2018-10-22,,Active,L4,Data,Latin America,E03564,ORG026
E01335,2018-01-08,,Active,L4,Marketing,Asia Pacific,E01590,ORG011
E01336,2018-07-18,,Active,L5,Product,Europe,E01375,ORG042
E01337,2024-11-24,2025-04-29,Terminated,L4,Sales,North America,E02149,ORG037
E01338,2025-04-05,,Active,L3,Software Engineering,Asia Pacific,E01197,ORG020
E01339,2020-11-14,,Active,L6,Product,Asia Pacific,E00084,ORG037
E01340,2018-06-16,,Active,L3,Software Engineering,Europe,E03334,ORG001
E01341,2019-06-27,,Leave,L6,Program Management,Latin America,E03603,ORG017
E01342,2021-02-23,,Active,L3,Finance,North America,E03387,ORG022
E01343,2020-10-23,,Active,L4,Program Management,Europe,E02800,ORG023
E01344,2019-04-13,,Active,L4,Finance,North America,E02672,ORG037
E01345,2020-01-04,,Active,L5,Sales,North America,E04931,ORG047
E01346,2025-04-05,,Active,L2,Data,North America,E02688,ORG019
E01347,2020-11-07,,Active,L6,Program Management,North America,E03536,ORG017
E01348,2024-06-06,,Active,L4,Finance,North America,E02027,ORG030
E01349,2020-07-08,,Active,L4,Operations,North America,E00139,ORG014
E01350,2019-06-15,,Active,L4,Software Engineering,North America,E01695,ORG007
E01351,2026-06-11,,Active,L2,Software Engineering,Asia Pacific,E03629,ORG047
E01352,2018-05-12,,Active,L4,Program Management,North America,E03187,ORG040
E01353,2020-09-19,,Active,L3,Finance,North America,E03453,ORG047
E01354,2025-08-30,,Active,L3,Marketing,North America,E03759,ORG011
E01355,2021-09-22,,Active,L4,Program Management,North America,E01031,ORG001
E01356,2025-12-04,,Active,L4,Operations,North America,E04066,ORG022
E01357,2019-07-22,,Active,L2,Product,Latin America,E03593,ORG046
E01358,2021-06-18,,Active,L2,Data,Europe,E01500,ORG007
E01359,2023-10-26,,Active,L3,Program Management,North America,E02531,ORG006
E01360,2023-07-24,,Active,L3,Program Management,Europe,E04314,ORG004
E01361,2020-10-10,,Active,L4,Software Engineering,North America,E00816,ORG038
E01362,2026-03-15,,Active,L3,HR,Europe,E01473,ORG039
E01363,2018-12-29,,Active,L6,Product,Latin America,E00922,ORG034
E01364,2021-03-26,,Active,L3,Product,North America,E01478,ORG003
E01365,2021-11-14,,Active,L2,Program Management,North America,E00978,ORG036
E01366,2023-03-07,2026-07-11,Terminated,L6,Marketing,Europe,E04028,ORG022
E01367,2023-07-26,,Active,L3,Finance,North America,E04961,ORG008
E01368,2018-05-02,,Active,L4,Program Management,North America,E04848,ORG015
E01369,2021-03-21,,Active,L6,Sales,Europe,E01735,ORG025
E01370,2022-09-23,,Active,L6,Data,Europe,E04661,ORG016
E01371,2023-03-24,,Active,L5,Program Management,North America,E00379,ORG047
E01372,2022-03-13,2025-07-02,Terminated,L2,Operations,Asia Pacific,E00527,ORG023
E01373,2021-05-04,,Active,L4,Operations,North America,E01590,ORG019
E01374,2019-12-16,,Active,L7,HR,North America,,ORG033
E01375,2021-08-09,,Active,L6,HR,Asia Pacific,,ORG032
E01376,2021-11-13,,Active,L2,Operations,Europe,E04573,ORG001
E01377,2026-06-20,,Active,L3,Marketing,Europe,E03813,ORG030
E01378,2026-02-28,,Active,L3,Marketing,Europe,E03787,ORG012
E01379,2025-12-27,,Active,L2,Operations,Europe,E04028,ORG019
E01380,2025-07-06,,Active,L5,Marketing,Asia Pacific,E03664,ORG035
E01381,2024-03-23,,Active,L3,Finance,Europe,E02533,ORG027
E01382,2021-03-02,,Active,L3,Software Engineering,North America,E00247,ORG018
E01383,2023-12-17,2024-08-18,Terminated,L2,Software Engineering,Asia Pacific,E00067,ORG009
E01384,2018-05-10,,Active,L4,Data,North America,E04886,ORG025
E01385,2025-05-22,,Active,L2,Software Engineering,Asia Pacific,E02522,ORG016
E01386,2019-01-21,,Active,L4,Product,North America,E04770,ORG045
E01387,2018-11-18,,Active,L2,Data,North America,E00128,ORG026
E01388,2026-10-19,,Active,L6,Finance,Asia Pacific,E03194,ORG042
E01389,2024-03-08,,Active,L2,Program Management,Europe,E01330,ORG019
E01390,2019-10-08,,Active,L4,Finance,North America,E01764,ORG041
E01391,2024-11-21,,Active,L3,Operations,North America,E03281,ORG003
E01392,2019-02-01,,Active,L2,Product,Asia Pacific,E02482,ORG015
E01393,2023-03-26,,Active,L3,Finance,Latin America,E00639,ORG004
E01394,2021-02-23,,Active,L2,Marketing,North America,E04999,ORG002
E01395,2026-09-22,,Active,L2,Product,North America,E03582,ORG045
E01396,2026-08-14,2026-12-14,Terminated,L4,Product,North America,E01746,ORG035
E01397,2024-09-06,,Active,L4,Operations,North America,E03142,ORG031
E01398,2026-12-21,,Active,L2,Sales,North America,E00734,ORG026
E01399,2022-02-26,,Active,L4,Operations,Asia Pacific,E02101,ORG028
E01400,2021-04-12,,Active,L4,Sales,Europe,E02078,ORG031
E01401,2024-10-30,,Active,L3,Data,North America,E01803,ORG041
E01402,2025-11-20,2026-10-06,Terminated,L3,Data,North America,E02409,ORG029
E01403,2018-04-21,,Active,L2,Program Management,North America,E04565,ORG037
E01404,2023-12-30,,Active,L3,Product,Europe,E00035,ORG014
E01405,2018-02-16,,Leave,L4,Data,North America,E02799,ORG048
E01406,2025-04-26,,Active,L7,Software Engineering,North America,,ORG002
E01407,2019-01-15,,Active,L7,Product,Europe,,ORG019
E01408,2025-01-29,,Active,L7,Marketing,North America,,ORG043
E01409,2023-06-24,,Active,L4,Sales,Europe,E04697,ORG009
E01410,2020-12-12,,Active,L2,Program Management,Asia Pacific,E04439,ORG007
E01411,2021-08-27,,Active,L3,Marketing,North America,E04488,ORG018
E01412,2024-08-22,,Active,L3,Sales,North America,E02007,ORG021
E01413,2023-11-12,,Active,L2,Product,Asia Pacific,E02862,ORG046
E01414,2019-05-30,,Active,L2,Operations,North America,E03002,ORG041
E01415,2021-04-02,,Active,L4,Marketing,North America,E04184,ORG023
E01416,2018-01-19,,Active,L3,Operations,Asia Pacific,E04779,ORG048
E01417,2024-02-25,,Active,L3,Program Management,Europe,E01196,ORG032
E01418,2020-09-30,,Active,L5,Marketing,Latin America,E00589,ORG043
E01419,2018-03-21,,Active,L3,Finance,North America,E01254,ORG012
E01420,2024-09-19,,Active,L5,Program Management,North America,E01238,ORG024
E01421,2023-12-10,,Active,L3,Sales,North America,E01467,ORG002
E01422,2018-02-17,,Active,L4,HR,North America,E04570,ORG001
E01423,2021-09-30,,Active,L3,Program Management,Europe,E01013,ORG035
E01424,2023-05-04,,Active,L4,Program Management,North America,E02068,ORG006
E01425,2025-11-24,2026-09-14,Terminated,L2,Data,North America,E01735,ORG027
E01426,2019-09-02,2025-03-27,Terminated,L3,Data,North America,E01298,ORG034
E01427,2019-07-11,,Active,L4,Marketing,North America,E00932,ORG002
E01428,2018-12-10,,Active,L3,Data,North America,E04987,ORG022
E01429,2022-02-13,,Active,L3,Sales,Europe,E03156,ORG034
E01430,2023-01-20,,Active,L6,Software Engineering,North America,E00490,ORG044
E01431,2022-12-20,2025-03-19,Terminated,L2,Operations,Asia Pacific,E03268,ORG015
E01432,2024-02-16,,Active,L4,HR,North America,E03107,ORG048
E01433,2023-09-23,,Active,L4,Marketing,North America,E01738,ORG041
E01434,2020-06-05,,Active,L3,Program Management,Latin America,E03934,ORG032
E01435,2024-12-11,,Active,L4,Marketing,Latin America,E04006,ORG019
E01436,2024-11-22,,Active,L2,Operations,North America,E03928,ORG035
E01437,2019-03-06,,Active,L5,Sales,North America,E03203,ORG040
E01438,2019-09-16,,Active,L3,Data,Asia Pacific,E02177,ORG015
E01439,2018-06-04,,Active,L3,Product,Europe,E00983,ORG049
E01440,2020-05-02,,Active,L3,Finance,North America,E00186,ORG044
E01441,2022-09-08,,Active,L6,HR,North America,E04574,ORG024
E01442,2024-02-24,,Active,L5,Sales,North America,E04207,ORG035
E01443,2022-09-29,,Active,L6,Program Management,Asia Pacific,E00960,ORG026
E01444,2025-07-28,,Active,L4,Finance,Europe,E04006,ORG037
E01445,2021-08-20,,Active,L5,Finance,North America,E00206,ORG041
E01446,2019-05-18,,Active,L4,Marketing,North America,E01133,ORG002
E01447,2018-10-27,,Active,L6,Software Engineering,North America,E00728,ORG004
E01448,2020-10-26,,Active,L4,Data,Asia Pacific,E01662,ORG017
E01449,2024-04-25,,Active,L3,Finance,Asia Pacific,E01548,ORG045
E01450,2020-03-30,,Active,L4,Data,Europe,E02588,ORG020
E01451,2022-09-10,,Active,L4,Software Engineering,Asia Pacific,E02273,ORG043
E01452,2020-09-10,,Active,L2,Operations,North America,E00549,ORG023
E01453,2026-09-20,,Active,L3,Product,Europe,E00722,ORG014
E01454,2024-08-03,,Active,L3,Product,North America,E04092,ORG044
E01455,2025-11-28,,Active,L5,Program Management,North America,E02782,ORG028
E01456,2018-01-19,,Active,L3,HR,North America,E04595,ORG018
E01457,2023-04-05,,Active,L5,Program Management,Asia Pacific,E00619,ORG003
E01458,2026-02-05,,Active,L4,Sales,North America,E01503,ORG006
E01459,2025-06-30,,Active,L5,Software Engineering,North America,E00766,ORG007
E01460,2023-08-23,,Active,L2,Data,Asia Pacific,E04612,ORG018
E01461,2018-11-13,,Active,L6,Software Engineering,Asia Pacific,E00777,ORG030
E01462,2021-04-26,,Active,L4,Marketing,North America,E03998,ORG015
E01463,2020-01-17,,Active,L3,Product,North America,E00925,ORG004
E01464,2018-03-05,,Leave,L3,Data,Asia Pacific,E03673,ORG013
E01465,2021-03-28,,Active,L3,Product,North America,E02251,ORG020
E01466,2022-06-18,,Active,L3,HR,North America,E04848,ORG049
E01467,2019-12-19,,Active,L5,Program Management,North America,E00328,ORG020
E01468,2025-09-21,,Active,L6,Program Management,North America,E01589,ORG005
E01469,2021-01-22,,Active,L5,Data,Europe,E03650,ORG029
E01470,2021-03-18,2024-02-08,Terminated,L4,HR,Asia Pacific,E04569,ORG045
E01471,2026-07-08,,Active,L4,Software Engineering,North America,E02749,ORG039
E01472,2026-07-01,,Active,L5,Data,Latin America,E00466,ORG041
E01473,2020-08-23,,Active,L5,HR,Europe,E03165,ORG045
E01474,2018-05-05,,Active,L3,Marketing,Europe,E02367,ORG031
E01475,2024-08-13,,Active,L6,Finance,North America,E03883,ORG049
E01476,2018-10-18,,Active,L3,Marketing,North America,E02795,ORG002
E01477,2021-09-22,,Active,L5,Program Management,Europe,E04492,ORG041
E01478,2019-09-22,,Active,L7,Operations,Asia Pacific,,ORG042
E01479,2025-07-25,,Active,L5,Program Management,North America,E00583,ORG045
E01480,2025-11-28,,Active,L3,Operations,North America,E03150,ORG024
E01481,2025-05-15,,Active,L4,Marketing,North America,E03714,ORG039
E01482,2025-06-21,,Active,L2,Finance,North America,E01984,ORG010
E01483,2020-09-08,,Active,L5,Data,North America,E02355,ORG030
E01484,2025-12-19,2026-04-26,Terminated,L3,Finance,North America,E03461,ORG018
E01485,2024-01-24,,Active,L5,Program Management,North America,E02251,ORG029
E01486,2021-12-17,,Active,L6,Operations,Asia Pacific,E01936,ORG033
E01487,2020-11-09,,Active,L3,Finance,Asia Pacific,E02946,ORG017
E01488,2019-09-02,,Active,L3,Finance,North America,E04011,ORG011
E01489,2022-06-02,,Active,L4,Sales,North America,E00639,ORG016
E01490,2018-05-06,,Active,L4,Sales,North America,E04372,ORG033
E01491,2023-03-19,,Active,L3,Marketing,North America,E00953,ORG033
E01492,2018-12-25,,Active,L2,Finance,Asia Pacific,E00463,ORG036
E01493,2022-04-11,,Active,L4,Product,North America,E00879,ORG007
E01494,2024-10-03,,Active,L4,Software Engineering,Asia Pacific,E00360,ORG040
E01495,2019-09-08,,Active,L4,Sales,North America,E04757,ORG034
E01496,2023-04-17,,Active,L2,Marketing,Latin America,E01408,ORG002
E01497,2020-11-26,,Active,L4,Data,Asia Pacific,E03877,ORG017
E01498,2019-10-10,,Active,L3,Software Engineering,Asia Pacific,E00883,ORG023
E01499,2024-07-04,,Active,L3,HR,Latin America,E02693,ORG018
E01500,2023-01-14,,Active,L5,Software Engineering,North America,E02084,ORG006
E01501,2020-08-29,,Active,L3,Data,North America,E03296,ORG011
E01502,2020-01-11,,Active,L4,Marketing,North America,E04945,ORG002
E01503,2025-12-14,,Active,L6,Data,Asia Pacific,E03240,ORG005
E01504,2020-01-07,,Active,L4,Software Engineering,Asia Pacific,E03520,ORG013
E01505,2021-09-06,,Active,L4,Marketing,North America,E01237,ORG040
E01506,2020-01-07,,Active,L2,Data,Asia Pacific,E00581,ORG026
E01507,2023-02-04,,Active,L3,Sales,North America,E00416,ORG021
E01508,2019-11-09,,Active,L2,Finance,North America,E01467,ORG033
E01509,2026-06-18,,Active,L5,Operations,Europe,E02807,ORG027
E01510,2022-06-13,,Active,L5,Sales,North America,E00258,ORG007
E01511,2018-03-19,,Active,L3,Data,North America,E01238,ORG011
E01512,2022-12-28,,Active,L3,Data,Asia Pacific,E03170,ORG011
E01513,2018-02-15,,Active,L3,Software Engineering,Europe,E04369,ORG030
E01514,2025-06-01,,Active,L4,Operations,Europe,E04953,ORG023
E01515,2021-11-09,,Active,L4,Marketing,North America,E01131,ORG019
E01516,2022-04-05,,Active,L5,Data,North America,E00490,ORG027
E01517,2021-07-13,,Active,L6,Program Management,Europe,E02892,ORG047
E01518,2024-03-18,,Active,L3,Program Management,Asia Pacific,E04686,ORG016
E01519,2019-03-04,,Active,L4,Software Engineering,North America,E02055,ORG026
E01520,2021-07-18,,Active,L4,Program Management,Asia Pacific,E04512,ORG024
E01521,2021-08-01,,Leave,L3,Software Engineering,Asia Pacific,E03735,ORG035
E01522,2022-06-23,,Active,L6,Software Engineering,Asia Pacific,E04495,ORG036
E01523,2023-02-02,,Active,L2,Operations,Europe,E04749,ORG036
E01524,2025-09-25,,Active,L5,Marketing,North America,E00510,ORG010
E01525,2024-11-15,,Active,L5,Program Management,Asia Pacific,E02005,ORG022
E01526,2022-06-17,,Active,L6,Finance,North America,E00211,ORG040
E01527,2022-09-06,,Active,L4,HR,North America,E00187,ORG019
E01528,2019-08-26,2025-08-09,Terminated,L3,Sales,North America,E02355,ORG048
E01529,2019-04-29,,Active,L5,Sales,North America,E03308,ORG018
E01530,2021-03-08,,Active,L5,Marketing,Europe,E04424,ORG025
E01531,2023-07-22,,Active,L4,Sales,Asia Pacific,E00611,ORG023
E01532,2018-07-19,,Active,L5,Marketing,North America,E00143,ORG021
E01533,2019-09-09,,Active,L3,Marketing,North America,E00501,ORG041
E01534,2019-04-15,,Active,L4,HR,Latin America,E04621,ORG008
E01535,2022-11-16,,Active,L6,Operations,North America,E03308,ORG028
E01536,2020-03-30,,Active,L3,Product,North America,E02391,ORG030
E01537,2019-10-05,,Active,L4,Finance,Asia Pacific,E00491,ORG042
E01538,2022-07-27,,Active,L6,Sales,Latin America,E01796,ORG030
E01539,2020-01-22,,Active,L5,HR,Europe,E00611,ORG047
E01540,2020-05-04,,Active,L6,Operations,North America,E00124,ORG043
E01541,2020-10-27,,Active,L3,Data,Europe,E02160,ORG017
E01542,2024-10-28,,Active,L7,Product,Asia Pacific,,ORG042
E01543,2020-01-12,2025-02-02,Terminated,L2,Finance,Asia Pacific,E02527,ORG047
E01544,2018-05-19,,Active,L4,Program Management,North America,E02240,ORG013
