review_id,employee_id,review_cycle,review_date,performance_rating,potential_rating,promotion_recommended,review_status
R004456,E00596,2024_H2,2024-12-15,5,4,False,Pending
R004457,E00941,2024_H2,2024-12-15,4,3,False,Pending
R004458,E03777,2024_H2,2024-12-15,3,4,False,Completed
R004459,E04567,2024_H2,2024-12-15,2,5,False,Pending
R004460,E03935,2024_H2,2024-12-15,2,3,False,Completed
R004461,E03528,2024_H2,2024-12-15,3,5,False,Completed
R004462,E01720,2024_H2,2024-12-15,3,3,False,Completed
R004463,E03298,2024_H2,2024-12-15,2,3,False,Completed
R004464,E04992,2024_H2,2024-12-15,4,4,True,Cancelled
R004465,E01605,2024_H2,2024-12-15,2,1,False,Completed
R004466,E04473,2024_H2,2024-12-15,4,4,False,Pending
R004467,E01419,2024_H2,2024-12-15,3,3,False,Completed
R004468,E00283,2024_H2,2024-12-15,3,2,False,Completed
R004469,E00721,2024_H2,2024-12-15,1,3,False,Completed
R004470,E04932,2024_H2,2024-12-15,3,4,False,Completed
R004471,E01531,2024_H2,2024-12-15,3,1,False,Completed
R004472,E01333,2024_H2,2024-12-15,4,3,False,Completed
R004473,E00309,2024_H2,2024-12-15,2,3,False,Completed
R004474,E00904,2024_H2,2024-12-15,4,4,False,Completed
R004475,E01805,2024_H2,2024-12-15,3,3,False,Completed
R004476,E03700,2024_H2,2024-12-15,2,3,False,Pending
R004477,E01668,2024_H2,2024-12-15,3,3,False,Completed
R004478,E00157,2024_H2,2024-12-15,2,3,False,Completed
R004479,E02359,2024_H2,2024-12-15,3,3,False,Completed
R004480,E04312,2024_H2,2024-12-15,4,3,False,Completed
R004481,E03747,2024_H2,2024-12-15,3,4,False,Completed
R004482,E01727,2024_H2,2024-12-15,4,3,False,Cancelled
R004483,E02328,2024_H2,2024-12-15,4,3,False,Pending
R004484,E04140,2024_H2,2024-12-15,3,5,False,Completed
R004485,E01978,2024_H2,2024-12-15,2,5,False,Completed
R004486,E00501,2024_H2,2024-12-15,4,1,False,Completed
R004487,E01807,2024_H2,2024-12-15,2,2,False,Completed
R004488,E02420,2024_H2,2024-12-15,3,3,False,Completed
R004489,E00898,2024_H2,2024-12-15,3,5,False,Completed
R004490,E04902,2024_H2,2024-12-15,3,4,False,Completed
R004491,E01961,2024_H2,2024-12-15,3,3,False,Completed
R004492,E00711,2024_H2,2024-12-15,5,3,False,Pending
R004493,E03204,2024_H2,2024-12-15,5,5,False,Completed
R004494,E00174,2024_H2,2024-12-15,3,3,False,Completed
R004495,E03828,2024_H2,2024-12-15,3,3,False,Completed
R004496,E02274,2024_H2,2024-12-15,2,3,False,Completed
R004497,E01392,2024_H2,2024-12-15,3,3,False,Completed
R004498,E03609,2024_H2,2024-12-15,4,1,False,Pending
R004499,E03536,2024_H2,2024-12-15,4,4,False,Completed
R004500,E03464,2024_H2,2024-12-15,4,2,True,Completed
R004501,E01177,2024_H2,2024-12-15,2,2,False,Completed
R004502,E03875,2024_H2,2024-12-15,3,5,True,Completed
R004503,E04549,2024_H2,2024-12-15,4,4,True,Completed
R004504,E03322,2024_H2,2024-12-15,3,3,False,Cancelled
R004505,E04635,2024_H2,2024-12-15,2,2,False,Completed
R004506,E04245,2024_H2,2024-12-15,5,2,False,Completed
R004507,E04086,2024_H2,2024-12-15,4,2,False,Completed
R004508,E03901,2024_H2,2024-12-15,4,3,False,Completed
R004509,E02184,2024_H2,2024-12-15,3,3,False,Completed
R004510,E00242,2024_H2,2024-12-15,4,3,False,Completed
R004511,E01896,2024_H2,2024-12-15,4,3,False,Pending
R004512,E01997,2024_H2,2024-12-15,3,3,False,Completed
R004513,E00914,2024_H2,2024-12-15,4,5,True,Completed
R004514,E04510,2024_H2,2024-12-15,5,4,False,Completed
R004515,E03481,2024_H2,2024-12-15,3,3,False,Completed
R004516,E02897,2024_H2,2024-12-15,1,3,False,Completed
R004517,E00118,2024_H2,2024-12-15,4,3,True,Completed
R004518,E04445,2024_H2,2024-12-15,3,2,False,Pending
R004519,E03392,2024_H2,2024-12-15,3,5,False,Completed
R004520,E04506,2024_H2,2024-12-15,3,2,False,Completed
R004521,E03200,2024_H2,2024-12-15,3,3,False,Completed
R004522,E02252,2024_H2,2024-12-15,3,3,False,Completed
R004523,E03490,2024_H2,2024-12-15,2,2,False,Completed
R004524,E01053,2024_H2,2024-12-15,3,2,False,Cancelled
R004525,E04859,2024_H2,2024-12-15,1,1,False,Completed
R004526,E02724,2024_H2,2024-12-15,2,5,False,Completed
R004527,E01105,2024_H2,2024-12-15,2,4,False,Completed
R004528,E00304,2024_H2,2024-12-15,3,3,False,Completed
R004529,E04442,2024_H2,2024-12-15,3,3,False,Pending
R004530,E03400,2024_H2,2024-12-15,4,2,False,Completed
R004531,E02975,2024_H2,2024-12-15,4,3,False,Completed
R004532,E04988,2024_H2,2024-12-15,2,3,False,Completed
R004533,E01902,2024_H2,2024-12-15,4,3,True,Pending
R004534,E04801,2024_H2,2024-12-15,3,5,False,Pending
R004535,E04090,2024_H2,2024-12-15,3,4,False,Pending
R004536,E03300,2024_H2,2024-12-15,3,4,False,Pending
R004537,E03597,2024_H2,2024-12-15,5,2,False,Pending
R004538,E00860,2024_H2,2024-12-15,4,3,False,Completed
R004539,E01411,2024_H2,2024-12-15,3,3,False,Completed
R004540,E00523,2024_H2,2024-12-15,4,4,False,Pending
R004541,E03441,2024_H2,2024-12-15,4,2,False,Completed
R004542,E00888,2024_H2,2024-12-15,3,4,False,Completed
R004543,E04853,2024_H2,2024-12-15,2,2,False,Completed
R004544,E01072,2024_H2,2024-12-15,3,1,False,Completed
R004545,E04488,2024_H2,2024-12-15,3,2,False,Cancelled
R004546,E03213,2024_H2,2024-12-15,4,1,False,Completed
R004547,E04159,2024_H2,2024-12-15,5,2,False,Pending
R004548,E02393,2024_H2,2024-12-15,2,2,False,Completed
R004549,E02693,2024_H2,2024-12-15,3,3,False,Completed
R004550,E00075,2024_H2,2024-12-15,5,3,False,Completed
R004551,E02565,2024_H2,2024-12-15,3,4,False,Completed
R004552,E00521,2024_H2,2024-12-15,2,3,False,Completed
R004553,E03723,2024_H2,2024-12-15,3,5,False,Completed
R004554,E02708,2024_H2,2024-12-15,4,3,False,Completed
R004555,E02854,2024_H2,2024-12-15,3,4,False,Completed
R004556,E03177,2024_H2,2024-12-15,3,3,False,Completed
R004557,E02580,2024_H2,2024-12-15,3,2,False,Completed
R004558,E02802,2024_H2,2024-12-15,4,2,False,Pending
R004559,E01983,2024_H2,2024-12-15,3,3,False,Completed
R004560,E03850,2024_H2,2024-12-15,2,4,False,Pending
R004561,E01047,2024_H2,2024-12-15,3,3,False,Pending
R004562,E02198,2024_H2,2024-12-15,3,3,False,Completed
R004563,E01073,2024_H2,2024-12-15,4,4,False,Completed
R004564,E01919,2024_H2,2024-12-15,4,3,False,Completed
R004565,E04439,2024_H2,2024-12-15,3,4,False,Pending
R004566,E01859,2024_H2,2024-12-15,4,3,False,Pending
R004567,E02649,2024_H2,2024-12-15,2,5,False,Completed
R004568,E03584,2024_H2,2024-12-15,3,3,False,Cancelled
R004569,E03460,2024_H2,2024-12-15,2,3,False,Completed
R004570,E03214,2024_H2,2024-12-15,5,3,False,Completed
R004571,E01733,2024_H2,2024-12-15,4,2,False,Completed
R004572,E00636,2024_H2,2024-12-15,3,3,False,Completed
R004573,E03307,2024_H2,2024-12-15,2,3,False,Completed
R004574,E02643,2024_H2,2024-12-15,3,3,False,Completed
R004575,E03920,2024_H2,2024-12-15,5,3,False,Pending
R004576,E02434,2024_H2,2024-12-15,4,2,True,Completed
R004577,E02049,2024_H2,2024-12-15,4,3,False,Completed
R004578,E01223,2024_H2,2024-12-15,3,2,False,Completed
R004579,E04797,2024_H2,2024-12-15,4,5,True,Completed
R004580,E02223,2024_H2,2024-12-15,4,3,False,Completed
R004581,E01488,2024_H2,2024-12-15,3,2,False,Completed
R004582,E02794,2024_H2,2024-12-15,3,1,False,Completed
R004583,E04703,2024_H2,2024-12-15,2,3,False,Completed
R004584,E01837,2024_H2,2024-12-15,2,2,False,Completed
R004585,E04187,2024_H2,2024-12-15,3,3,False,Completed
R004586,E03278,2024_H2,2024-12-15,3,5,False,Completed
R004587,E04119,2024_H2,2024-12-15,4,4,False,Completed
R004588,E04877,2024_H2,2024-12-15,4,4,False,Completed
R004589,E04551,2024_H2,2024-12-15,2,4,False,Completed
R004590,E00082,2024_H2,2024-12-15,5,2,False,Completed
R004591,E01318,2024_H2,2024-12-15,4,4,False,Completed
R004592,E04781,2024_H2,2024-12-15,3,4,False,Completed
R004593,E03436,2024_H2,2024-12-15,4,4,False,Completed
R004594,E04183,2024_H2,2024-12-15,3,3,False,Completed
R004595,E00203,2024_H2,2024-12-15,1,4,True,Completed
R004596,E01306,2024_H2,2024-12-15,4,3,False,Completed
R004597,E01157,2024_H2,2024-12-15,3,1,False,Completed
R004598,E03221,2024_H2,2024-12-15,3,2,False,Completed
R004599,E03636,2024_H2,2024-12-15,3,4,False,Completed
R004600,E03745,2024_H2,2024-12-15,3,3,False,Completed
R004601,E02425,2024_H2,2024-12-15,3,2,False,Completed
R004602,E00670,2024_H2,2024-12-15,5,3,False,Completed
R004603,E00725,2024_H2,2024-12-15,3,4,False,Completed
R004604,E01923,2024_H2,2024-12-15,2,4,False,Completed
R004605,E00049,2024_H2,2024-12-15,3,3,False,Pending
R004606,E04858,2024_H2,2024-12-15,4,4,True,Completed
R004607,E02152,2024_H2,2024-12-15,3,5,False,Completed
R004608,E01068,2024_H2,2024-12-15,4,1,False,Completed
R004609,E01173,2024_H2,2024-12-15,4,3,False,Completed
R004610,E04935,2024_H2,2024-12-15,4,2,False,Completed
R004611,E01911,2024_H2,2024-12-15,3,5,False,Completed
R004612,E04455,2024_H2,2024-12-15,4,5,False,Completed
R004613,E03229,2024_H2,2024-12-15,4,3,False,Completed
R004614,E01239,2024_H2,2024-12-15,5,3,False,Pending
R004615,E02928,2024_H2,2024-12-15,3,3,True,Completed
R004616,E04685,2024_H2,2024-12-15,3,2,False,Completed
R004617,E01811,2024_H2,2024-12-15,3,5,True,Pending
R004618,E04882,2024_H2,2024-12-15,3,2,False,Completed
R004619,E00336,2024_H2,2024-12-15,3,4,False,Completed
R004620,E04815,2024_H2,2024-12-15,4,3,False,Completed
R004621,E04898,2024_H2,2024-12-15,3,3,False,Pending
R004622,E04850,2024_H2,2024-12-15,3,1,False,Completed
R004623,E04503,2024_H2,2024-12-15,3,3,False,Completed
R004624,E00074,2024_H2,2024-12-15,4,4,False,Completed
R004625,E02317,2024_H2,2024-12-15,1,3,True,Completed
R004626,E00117,2024_H2,2024-12-15,3,2,False,Completed
R004627,E01921,2024_H2,2024-12-15,3,4,False,Completed
R004628,E01740,2024_H2,2024-12-15,3,5,False,Completed
R004629,E02430,2024_H2,2024-12-15,1,4,False,Completed
R004630,E04990,2024_H2,2024-12-15,2,2,False,Completed
R004631,E03126,2024_H2,2024-12-15,2,4,False,Completed
R004632,E02654,2024_H2,2024-12-15,4,4,True,Completed
R004633,E00857,2024_H2,2024-12-15,2,3,False,Completed
R004634,E01454,2024_H2,2024-12-15,4,3,True,Completed
R004635,E03886,2024_H2,2024-12-15,1,2,False,Completed
R004636,E00199,2024_H2,2024-12-15,5,1,False,Completed
R004637,E01669,2024_H2,2024-12-15,2,3,False,Completed
R004638,E03250,2024_H2,2024-12-15,3,4,False,Completed
R004639,E00212,2024_H2,2024-12-15,3,2,False,Completed
R004640,E01973,2024_H2,2024-12-15,4,5,True,Pending
R004641,E00232,2024_H2,2024-12-15,3,3,False,Cancelled
R004642,E01187,2024_H2,2024-12-15,3,5,True,Pending
R004643,E02413,2024_H2,2024-12-15,3,2,False,Completed
R004644,E04963,2024_H2,2024-12-15,4,3,False,Completed
R004645,E01501,2024_H2,2024-12-15,5,2,False,Pending
R004646,E00248,2024_H2,2024-12-15,3,5,False,Pending
R004647,E02599,2024_H2,2024-12-15,3,2,False,Completed
R004648,E02195,2024_H2,2024-12-15,3,3,False,Completed
R004649,E04672,2024_H2,2024-12-15,3,3,False,Completed
R004650,E04462,2024_H2,2024-12-15,3,4,False,Completed
R004651,E01844,2024_H2,2024-12-15,4,5,True,Pending
R004652,E01866,2024_H2,2024-12-15,2,4,False,Completed
R004653,E03735,2024_H2,2024-12-15,3,5,False,Completed
R004654,E04827,2024_H2,2024-12-15,3,3,False,Pending
R004655,E00344,2024_H2,2024-12-15,3,5,False,Completed
R004656,E00266,2024_H2,2024-12-15,2,4,False,Completed
R004657,E02952,2024_H2,2024-12-15,2,1,False,Completed
R004658,E03784,2024_H2,2024-12-15,3,3,False,Completed
R004659,E01982,2024_H2,2024-12-15,4,3,False,Completed
R004660,E02553,2024_H2,2024-12-15,3,3,False,Pending
R004661,E04444,2024_H2,2024-12-15,3,5,False,Completed
R004662,E03396,2024_H2,2024-12-15,3,1,False,Completed
R004663,E01822,2024_H2,2024-12-15,3,2,False,Completed
R004664,E03782,2024_H2,2024-12-15,3,3,False,Pending
R004665,E00340,2024_H2,2024-12-15,4,4,False,Completed
R004666,E00245,2024_H2,2024-12-15,4,3,False,Completed
R004667,E01675,2024_H2,2024-12-15,3,3,False,Completed
R004668,E01939,2024_H2,2024-12-15,3,4,False,Completed
R004669,E00620,2024_H2,2024-12-15,1,3,False,Pending
R004670,E04725,2024_H2,2024-12-15,2,3,False,Completed
R004671,E00022,2024_H2,2024-12-15,3,3,False,Completed
R004672,E03211,2024_H2,2024-12-15,2,3,False,Pending
R004673,E01931,2024_H2,2024-12-15,3,5,False,Completed
R004674,E03247,2024_H2,2024-12-15,3,2,False,Completed
R004675,E02028,2024_H2,2024-12-15,1,3,False,Completed
R004676,E02573,2024_H2,2024-12-15,4,5,False,Completed
R004677,E01111,2024_H2,2024-12-15,3,3,False,Completed
R004678,E00798,2024_H2,2024-12-15,3,3,True,Completed
R004679,E03318,2024_H2,2024-12-15,1,3,False,Completed
R004680,E00261,2024_H2,2024-12-15,4,3,False,Pending
R004681,E04709,2024_H2,2024-12-15,3,2,False,Completed
R004682,E03137,2024_H2,2024-12-15,2,2,False,Completed
R004683,E01365,2024_H2,2024-12-15,4,4,False,Completed
R004684,E02673,2024_H2,2024-12-15,4,3,False,Completed
R004685,E01263,2024_H2,2024-12-15,3,3,False,Cancelled
R004686,E02199,2024_H2,2024-12-15,4,4,False,Completed
R004687,E01676,2024_H2,2024-12-15,4,3,False,Completed
R004688,E04055,2024_H2,2024-12-15,3,4,False,Completed
R004689,E04558,2024_H2,2024-12-15,4,4,True,Completed
R004690,E04975,2024_H2,2024-12-15,3,3,False,Completed
R004691,E04039,2024_H2,2024-12-15,5,4,False,Pending
R004692,E00900,2024_H2,2024-12-15,3,4,False,Completed
R004693,E00781,2024_H2,2024-12-15,3,3,False,Completed
R004694,E00045,2024_H2,2024-12-15,3,5,False,Completed
R004695,E01204,2024_H2,2024-12-15,2,3,False,Completed
R004696,E00718,2024_H2,2024-12-15,4,3,False,Completed
R004697,E01131,2024_H2,2024-12-15,2,3,True,Completed
R004698,E03801,2024_H2,2024-12-15,3,3,False,Completed
R004699,E03043,2024_H2,2024-12-15,4,3,False,Pending
R004700,E04879,2024_H2,2024-12-15,3,2,False,Completed
R004701,E00439,2024_H2,2024-12-15,4,2,False,Completed
R004702,E02652,2024_H2,2024-12-15,3,3,False,Completed
R004703,E01663,2024_H2,2024-12-15,3,4,False,Completed
R004704,E03333,2024_H2,2024-12-15,5,3,False,Completed
R004705,E02457,2024_H2,2024-12-15,3,5,False,Completed
R004706,E02185,2024_H2,2024-12-15,1,2,False,Completed
R004707,E04143,2024_H2,2024-12-15,4,5,False,Completed
R004708,E04227,2024_H2,2024-12-15,2,2,False,Completed
R004709,E04353,2024_H2,2024-12-15,3,4,False,Completed
R004710,E01307,2024_H2,2024-12-15,2,2,False,Completed
R004711,E02913,2024_H2,2024-12-15,5,3,False,Completed
R004712,E04244,2024_H2,2024-12-15,4,4,False,Completed
R004713,E03644,2024_H2,2024-12-15,3,4,False,Completed
R004714,E01432,2024_H2,2024-12-15,5,4,False,Completed
R004715,E03991,2024_H2,2024-12-15,2,3,False,Completed
R004716,E04765,2024_H2,2024-12-15,3,4,True,Completed
R004717,E04411,2024_H2,2024-12-15,3,3,False,Completed
R004718,E00782,2024_H2,2024-12-15,3,4,False,Completed
R004719,E04073,2024_H2,2024-12-15,2,2,False,Completed
R004720,E04819,2024_H2,2024-12-15,4,3,False,Completed
R004721,E01331,2024_H2,2024-12-15,3,4,False,Completed
R004722,E01198,2024_H2,2024-12-15,4,4,False,Completed
R004723,E01769,2024_H2,2024-12-15,3,1,False,Completed
R004724,E01045,2024_H2,2024-12-15,3,4,True,Completed
R004725,E02288,2024_H2,2024-12-15,3,2,False,Completed
R004726,E02159,2024_H2,2024-12-15,2,1,False,Completed
R004727,E04590,2024_H2,2024-12-15,5,4,False,Completed
R004728,E01796,2024_H2,2024-12-15,3,2,True,Pending
R004729,E02663,2024_H2,2024-12-15,4,3,True,Cancelled
R004730,E04927,2024_H2,2024-12-15,3,4,False,Completed
R004731,E02236,2024_H2,2024-12-15,4,3,False,Completed
R004732,E04846,2024_H2,2024-12-15,3,3,False,Completed
R004733,E04482,2024_H2,2024-12-15,4,2,False,Cancelled
R004734,E04069,2024_H2,2024-12-15,4,3,False,Completed
R004735,E00343,2024_H2,2024-12-15,3,4,False,Completed
R004736,E01950,2024_H2,2024-12-15,2,3,False,Completed
R004737,E04821,2024_H2,2024-12-15,5,4,False,Completed
R004738,E02334,2024_H2,2024-12-15,4,2,False,Completed
R004739,E04680,2024_H2,2024-12-15,3,2,False,Pending
R004740,E01732,2024_H2,2024-12-15,3,4,False,Completed
R004741,E04387,2024_H2,2024-12-15,3,4,False,Completed
R004742,E02520,2024_H2,2024-12-15,5,4,False,Pending
R004743,E04367,2024_H2,2024-12-15,3,3,False,Completed
R004744,E03217,2024_H2,2024-12-15,1,4,False,Completed
R004745,E01451,2024_H2,2024-12-15,4,4,False,Pending
R004746,E00374,2024_H2,2024-12-15,2,5,False,Completed
R004747,E02697,2024_H2,2024-12-15,1,2,False,Completed
R004748,E02008,2024_H2,2024-12-15,5,4,False,Completed
R004749,E04050,2024_H2,2024-12-15,5,4,False,Completed
R004750,E04662,2024_H2,2024-12-15,4,2,True,Completed
R004751,E00548,2024_H2,2024-12-15,3,2,False,Pending
R004752,E01535,2024_H2,2024-12-15,4,2,False,Cancelled
R004753,E01857,2024_H2,2024-12-15,5,3,False,Completed
R004754,E04401,2024_H2,2024-12-15,2,4,False,Completed
R004755,E01748,2024_H2,2024-12-15,5,4,False,Completed
R004756,E02798,2024_H2,2024-12-15,3,4,False,Completed
R004757,E00460,2024_H2,2024-12-15,5,3,False,Cancelled
R004758,E02758,2024_H2,2024-12-15,3,5,True,Completed
R004759,E01143,2024_H2,2024-12-15,3,4,False,Completed
R004760,E00789,2024_H2,2024-12-15,4,3,False,Completed
R004761,E02183,2024_H2,2024-12-15,4,3,False,Completed
R004762,E01252,2024_H2,2024-12-15,4,4,False,Completed
R004763,E04071,2024_H2,2024-12-15,4,4,True,Completed
R004764,E04810,2024_H2,2024-12-15,4,5,False,Completed
R004765,E04190,2024_H2,2024-12-15,2,5,False,Completed
R004766,E01274,2024_H2,2024-12-15,5,4,False,Completed
R004767,E01758,2024_H2,2024-12-15,3,3,False,Completed
R004768,E00008,2024_H2,2024-12-15,5,3,False,Completed
R004769,E01551,2024_H2,2024-12-15,3,4,False,Completed
R004770,E03491,2024_H2,2024-12-15,2,2,False,Pending
R004771,E01014,2024_H2,2024-12-15,3,4,False,Completed
R004772,E03820,2024_H2,2024-12-15,3,4,False,Pending
R004773,E02664,2024_H2,2024-12-15,4,3,False,Completed
R004774,E02923,2024_H2,2024-12-15,3,4,False,Pending
R004775,E03095,2024_H2,2024-12-15,3,2,False,Completed
R004776,E04340,2024_H2,2024-12-15,5,1,False,Pending
R004777,E02403,2024_H2,2024-12-15,5,3,False,Completed
R004778,E02337,2024_H2,2024-12-15,5,4,False,Completed
R004779,E00812,2024_H2,2024-12-15,3,4,False,Completed
R004780,E02559,2024_H2,2024-12-15,2,1,False,Completed
R004781,E00040,2024_H2,2024-12-15,5,3,False,Completed
R004782,E02196,2024_H2,2024-12-15,5,4,True,Completed
R004783,E01708,2024_H2,2024-12-15,3,4,False,Completed
R004784,E02902,2024_H2,2024-12-15,5,3,False,Completed
R004785,E02312,2024_H2,2024-12-15,4,3,False,Completed
R004786,E01357,2024_H2,2024-12-15,3,3,True,Completed
R004787,E04671,2024_H2,2024-12-15,3,4,True,Completed
R004788,E01478,2024_H2,2024-12-15,2,4,False,Completed
R004789,E04826,2024_H2,2024-12-15,3,3,False,Completed
R004790,E01300,2024_H2,2024-12-15,2,2,False,Completed
R004791,E03022,2024_H2,2024-12-15,5,2,False,Completed
R004792,E04441,2024_H2,2024-12-15,3,3,False,Completed
R004793,E04223,2024_H2,2024-12-15,3,4,False,Pending
R004794,E00577,2024_H2,2024-12-15,3,3,False,Completed
R004795,E00302,2024_H2,2024-12-15,3,2,False,Pending
R004796,E02537,2024_H2,2024-12-15,2,2,False,Pending
R004797,E01405,2024_H2,2024-12-15,4,3,False,Cancelled
R004798,E03433,2024_H2,2024-12-15,4,3,False,Completed
R004799,E03951,2024_H2,2024-12-15,3,3,False,Completed
R004800,E03751,2024_H2,2024-12-15,4,4,False,Pending
R004801,E04624,2024_H2,2024-12-15,3,5,False,Pending
R004802,E00908,2024_H2,2024-12-15,1,2,False,Completed
R004803,E01192,2024_H2,2024-12-15,5,5,False,Completed
R004804,E01526,2024_H2,2024-12-15,4,2,False,Completed
R004805,E01842,2024_H2,2024-12-15,3,5,False,Completed
R004806,E04929,2024_H2,2024-12-15,3,4,False,Completed
R004807,E01312,2024_H2,2024-12-15,3,4,False,Completed
R004808,E02261,2024_H2,2024-12-15,3,2,False,Completed
R004809,E01049,2024_H2,2024-12-15,3,1,False,Completed
R004810,E01272,2024_H2,2024-12-15,2,2,False,Completed
R004811,E01641,2024_H2,2024-12-15,2,4,False,Cancelled
R004812,E02885,2024_H2,2024-12-15,3,4,False,Completed
R004813,E00593,2024_H2,2024-12-15,3,3,False,Completed
R004814,E04499,2024_H2,2024-12-15,4,4,False,Pending
R004815,E00539,2024_H2,2024-12-15,3,2,False,Completed
R004816,E04123,2024_H2,2024-12-15,3,4,False,Pending
R004817,E02576,2024_H2,2024-12-15,3,4,False,Cancelled
R004818,E00188,2024_H2,2024-12-15,3,3,False,Pending
R004819,E01369,2024_H2,2024-12-15,3,5,False,Completed
R004820,E00508,2024_H2,2024-12-15,3,4,False,Completed
R004821,E03811,2024_H2,2024-12-15,1,4,False,Completed
R004822,E01567,2024_H2,2024-12-15,3,4,False,Cancelled
R004823,E00106,2024_H2,2024-12-15,5,3,False,Completed
R004824,E03802,2024_H2,2024-12-15,3,3,False,Completed
R004825,E02360,2024_H2,2024-12-15,3,3,False,Completed
R004826,E03489,2024_H2,2024-12-15,4,3,False,Pending
R004827,E02951,2024_H2,2024-12-15,3,3,False,Completed
R004828,E01328,2024_H2,2024-12-15,3,2,False,Cancelled
R004829,E00866,2024_H2,2024-12-15,4,2,False,Completed
R004830,E02591,2024_H2,2024-12-15,3,3,False,Completed
R004831,E01810,2024_H2,2024-12-15,4,4,True,Completed
R004832,E02521,2024_H2,2024-12-15,4,3,False,Completed
R004833,E01571,2024_H2,2024-12-15,3,4,True,Completed
R004834,E02539,2024_H2,2024-12-15,4,2,False,Completed
R004835,E00114,2024_H2,2024-12-15,3,4,False,Pending
R004836,E00650,2024_H2,2024-12-15,2,2,False,Pending
R004837,E01358,2024_H2,2024-12-15,3,1,False,Pending
R004838,E01486,2024_H2,2024-12-15,3,4,False,Completed
R004839,E03225,2024_H2,2024-12-15,4,4,False,Completed
R004840,E04034,2024_H2,2024-12-15,5,3,False,Completed
R004841,E03805,2024_H2,2024-12-15,3,3,False,Cancelled
R004842,E03925,2024_H2,2024-12-15,3,3,False,Completed
R004843,E03955,2024_H2,2024-12-15,3,5,False,Completed
R004844,E00440,2024_H2,2024-12-15,3,3,False,Completed
R004845,E04357,2024_H2,2024-12-15,5,5,False,Completed
R004846,E03002,2024_H2,2024-12-15,4,2,False,Pending
R004847,E02634,2024_H2,2024-12-15,3,4,False,Completed
R004848,E00528,2024_H2,2024-12-15,1,3,False,Completed
R004849,E04483,2024_H2,2024-12-15,5,3,False,Completed
R004850,E04840,2024_H2,2024-12-15,5,1,True,Pending
R004851,E04130,2024_H2,2024-12-15,3,4,False,Completed
R004852,E00156,2024_H2,2024-12-15,3,4,False,Completed
R004853,E00934,2024_H2,2024-12-15,3,4,False,Completed
R004854,E03749,2024_H2,2024-12-15,4,3,False,Completed
R004855,E00608,2024_H2,2024-12-15,3,1,False,Completed
R004856,E03081,2024_H2,2024-12-15,4,5,False,Completed
R004857,E00838,2024_H2,2024-12-15,2,2,False,Completed
R004858,E04731,2024_H2,2024-12-15,4,3,False,Completed
R004859,E01165,2024_H2,2024-12-15,3,2,False,Pending
R004860,E03070,2024_H2,2024-12-15,2,2,False,Pending
R004861,E02256,2024_H2,2024-12-15,4,4,False,Pending
R004862,E04059,2024_H2,2024-12-15,3,3,False,Completed
R004863,E00417,2024_H2,2024-12-15,3,3,False,Cancelled
R004864,E01011,2024_H2,2024-12-15,3,2,False,Completed
R004865,E03111,2024_H2,2024-12-15,2,4,True,Completed
R004866,E00005,2024_H2,2024-12-15,1,2,False,Completed
R004867,E01088,2024_H2,2024-12-15,5,2,False,Completed
R004868,E01414,2024_H2,2024-12-15,4,5,False,Completed
R004869,E04823,2024_H2,2024-12-15,4,4,False,Completed
R004870,E00665,2024_H2,2024-12-15,3,3,False,Completed
R004871,E03326,2024_H2,2024-12-15,4,3,False,Pending
R004872,E02907,2024_H2,2024-12-15,3,3,False,Completed
R004873,E01205,2024_H2,2024-12-15,4,3,False,Completed
R004874,E04032,2024_H2,2024-12-15,4,4,False,Completed
R004875,E00871,2024_H2,2024-12-15,3,5,False,Completed
R004876,E00311,2024_H2,2024-12-15,3,4,False,Completed
R004877,E01735,2024_H2,2024-12-15,5,3,True,Completed
R004878,E00981,2024_H2,2024-12-15,4,3,False,Completed
R004879,E02757,2024_H2,2024-12-15,4,3,False,Completed
R004880,E02435,2024_H2,2024-12-15,3,4,False,Completed
R004881,E00949,2024_H2,2024-12-15,3,3,False,Completed
R004882,E03781,2024_H2,2024-12-15,4,4,False,Completed
R004883,E03673,2024_H2,2024-12-15,2,4,True,Completed
R004884,E04964,2024_H2,2024-12-15,3,3,False,Completed
R004885,E04993,2024_H2,2024-12-15,2,2,False,Completed
R004886,E00811,2024_H2,2024-12-15,4,4,False,Completed
R004887,E03282,2024_H2,2024-12-15,3,4,False,Completed
R004888,E04947,2024_H2,2024-12-15,4,3,False,Completed
R004889,E01936,2024_H2,2024-12-15,4,3,False,Pending
R004890,E00244,2024_H2,2024-12-15,3,2,False,Completed
R004891,E02054,2024_H2,2024-12-15,5,1,False,Completed
R004892,E04693,2024_H2,2024-12-15,5,3,False,Completed
R004893,E02904,2024_H2,2024-12-15,4,1,False,Completed
R004894,E04603,2024_H2,2024-12-15,3,5,False,Pending
R004895,E01544,2024_H2,2024-12-15,3,1,False,Completed
R004896,E04163,2024_H2,2024-12-15,3,5,False,Completed
R004897,E03056,2024_H2,2024-12-15,4,3,False,Completed
R004898,E01575,2024_H2,2024-12-15,4,4,True,Completed
R004899,E00361,2024_H2,2024-12-15,4,3,False,Pending
R004900,E04636,2024_H2,2024-12-15,5,2,False,Completed
R004901,E01550,2024_H2,2024-12-15,3,3,False,Completed
R004902,E02356,2024_H2,2024-12-15,4,2,True,Completed
R004903,E00646,2024_H2,2024-12-15,4,3,False,Completed
R004904,E03579,2024_H2,2024-12-15,5,4,True,Completed
